12190,11874,11946,11811,11844,12001,11873,11859,12040,11889,11998,11922,12065,12070,12117,11895,12062,11996,11841,11881,11953,12024,11958,11905,11949,11910,12020,11920,11929,11896,11920,12031,12044,12195,11984,11933,12004,11960,12042,12056,12054,12093,12035,11905,11959,11906,11917,11995,11928,11900,12051,12068,11922,11966,11942,11896,12037,12016,11887,11857,11926,11987,12068,12139,1
11848,11853,11855,12009,11928,11889,12074,12000,11908,11835,11947,11900,11941,11955,12032,11940,11891,11819,11943,11995,11968,11957,12128,12007,11933,11990,12041,11866,11844,11916,11885,11853,11936,11900,12036,11921,11972,11975,11960,11924,12070,11937,11900,11891,11869,11945,11816,11908,11928,11896,11892,11856,12034,11847,12050,11960,12030,11891,12016,11877,11951,11911,11918,12066,0
11933,11961,11894,12017,12045,12053,11870,11940,11826,12017,11984,11889,12108,11898,11960,11818,11986,11787,11965,11820,12100,11944,11850,11856,11902,11755,11961,11891,11894,12021,11820,12026,12024,11906,11934,11837,11901,11980,11997,11919,11875,11711,11858,12174,11884,11918,11816,11779,12021,11996,12005,12089,11949,11906,12018,11872,11755,11886,11798,11990,11999,11816,11783,11947,1
12039,12006,11929,11931,11928,11948,12023,12012,11985,11900,11954,11867,12018,12053,11987,11956,11897,11879,12043,12130,12048,11995,12137,11985,12047,11866,12037,12026,12042,11936,11939,11991,11972,12010,12222,12212,12179,11956,12043,12090,12052,11889,11960,11907,11937,12110,11929,11968,12106,11996,12167,12019,12006,11967,11907,12021,12020,11994,11899,11968,12038,11922,11887,12016,0
11894,12314,12022,11937,12093,12035,11870,11820,12101,11971,11915,11974,11887,11835,11893,12046,12042,12323,12214,12164,11958,11955,11959,11928,11944,11862,11974,11899,11981,11910,11970,12019,12010,12026,12178,12108,11890,11982,11961,11946,12107,11806,11912,11973,11913,11901,11868,12025,11960,11962,11936,12061,12034,12160,11961,12016,11904,12021,11967,11891,12101,11944,12138,12192,1
11881,11986,12056,11997,11908,11962,11992,11907,12029,12071,11894,11845,11912,12050,11956,12033,11863,11919,12164,12173,11931,12021,12032,11862,12171,12064,11978,11919,11958,12009,11873,11940,12014,11966,11884,11969,11931,11985,11910,11905,11962,11960,11952,11985,11952,12086,12014,12024,11947,12188,11991,11925,12082,12079,11985,11951,12086,12041,11864,11979,12037,12059,11957,11886,0
12148,12000,11926,11892,11944,11981,11843,11958,11830,11849,11942,12098,11841,11983,11981,12039,12110,12042,11861,11960,11986,11942,11999,11849,11929,12092,11932,12015,11924,12013,11975,12119,12021,11949,11971,12042,11938,11935,12156,11925,11970,12095,12037,11961,11939,11967,11972,11986,12021,12056,11986,12040,11932,11943,12111,12082,11852,11937,11988,12132,11866,11988,12068,11943,1
11903,12105,11911,11977,12035,11987,11969,11973,11906,12020,11973,11940,12127,12113,11976,11959,11958,11840,11892,12100,11984,11962,11837,12003,11971,11935,11973,11924,11989,11988,11990,11936,11994,11953,11869,11927,11965,11881,11859,11966,11993,11922,11909,12025,11956,11918,12040,11920,12031,11971,11992,11967,11914,12095,11995,12050,12253,11905,11932,12025,12015,11984,11927,11916,0
11989,12063,11967,11980,11940,12023,11933,12014,11975,11930,11794,12039,12033,11984,11994,11974,11987,11922,11861,11988,11902,11922,11941,11972,12151,11939,11937,11909,11897,11992,12050,11862,11870,11948,11919,11994,11987,12044,12083,11987,11990,11837,12002,12149,11917,11953,11969,11943,11906,12020,11955,12009,11983,11853,11991,11997,11901,11974,11960,11980,11930,11962,11849,11973,1
12175,12136,12014,12102,11988,11973,11989,11953,11843,11953,11818,11912,11934,11907,11853,11916,11918,11927,11981,11986,11950,12042,12061,12021,11851,11895,11859,11936,11932,12031,11937,11887,11987,12044,12055,11910,11965,11993,12077,11894,11929,11911,11940,11864,11922,11937,11934,12034,12024,11994,11952,11919,11926,11911,11943,11893,12076,11985,11908,11933,11924,11901,11929,12022,0
12099,12299,12226,12063,12080,12062,11990,12051,11928,11967,11909,11921,11902,12002,11957,12072,12163,12101,11995,11990,11937,11890,12002,11989,11964,11976,11889,11993,11999,11951,12043,12033,12151,11856,12027,12045,11994,12057,12028,11950,11975,11980,11980,11984,11928,12063,11953,12085,11893,11904,11889,11929,11974,12022,12050,12083,11921,12031,12078,11913,11956,11959,11926,12052,1
11970,11969,12021,11942,12129,12083,11938,11932,11960,11991,11882,12017,11929,12005,11885,11925,11931,12022,12069,11965,11892,12010,12013,11980,11908,12013,11940,12005,12075,11951,11857,11980,11916,11991,12017,12243,11910,11896,11918,11809,11862,11920,12063,11946,12007,11952,11928,11927,11893,11985,11938,11960,11947,11927,11885,11934,11952,11980,12065,12005,11956,11993,12002,12036,0
12093,12022,11994,11989,12086,12077,11967,11916,12344,12128,11963,12063,12474,12188,12090,12024,12034,11971,11975,12090,12207,12057,12002,11978,12464,12169,12022,12032,12640,12445,12010,12034,12438,12098,11996,11980,12538,12234,11937,12077,12400,12231,11996,11979,12161,12171,11999,11976,12607,12181,12075,12108,12332,12343,12047,12154,12224,12365,11964,11970,11975,12145,11996,11993,1
11808,11718,11693,11765,11717,11729,11668,11779,11781,11730,11747,11795,11778,11710,11763,11720,11770,11713,11701,11746,11813,11783,11689,11691,11852,11754,11767,11685,11822,11766,11724,11784,11731,11695,11700,11867,11758,11689,11712,11754,11809,11760,11736,11772,11819,11725,11704,11765,11761,11747,11693,11803,11807,11693,11713,11779,11675,11707,11697,11850,11749,11727,11705,11824,0
12065,12041,11895,11915,11763,11793,11891,11812,11889,11838,11748,11869,11875,11819,11731,11822,11829,11961,11947,11970,11831,11797,11861,11805,11978,11816,11800,11794,11893,11802,11733,11764,11871,11885,11827,11857,11822,11855,11780,11793,11900,11800,11805,11751,11871,11896,11770,11747,11867,11838,11827,11803,11894,11826,11763,11885,11837,11873,11764,11785,11881,11785,11823,11710,1
11897,11972,12025,11818,11853,11942,12040,11937,11935,11904,11957,11928,11885,11875,11908,12007,11817,11956,11982,11973,11934,11890,11978,12003,11921,11821,12081,11956,11898,11856,11919,11942,11816,11878,11826,12078,11865,11905,12076,12008,11952,11926,12006,12031,11904,11904,12018,11850,11906,11975,11880,11917,11829,11973,12045,11981,12118,11928,11960,11914,11964,11888,12029,11907,0
12051,11960,12216,12645,12060,12191,12143,12171,12064,12014,11955,11954,12090,11950,12145,11964,11926,12028,12157,12602,11917,11961,12082,12293,12003,11992,12114,11995,11942,12035,11885,11854,12009,12115,12437,12277,12030,12006,12170,11958,12014,11982,12066,11913,11911,11975,11954,11982,12072,12231,12311,12302,12026,12067,11997,11955,12010,11990,12126,11965,11934,11934,12014,11972,1
11972,11924,11963,11957,11884,11775,11900,11824,11745,11796,11844,11824,11816,11746,11875,11976,11911,12000,11835,11962,11907,11878,12010,11843,11883,11874,11890,11918,11804,11785,11774,11907,11956,12016,11909,12055,11940,11958,11856,11875,12041,12018,11888,11931,11991,11913,11874,11988,12002,12099,11972,11985,12008,12028,11901,11971,12019,12140,11956,11958,11964,11928,11883,11904,0
12242,12075,11996,11937,12079,11972,12041,12073,12031,12031,12126,12154,11905,12217,12182,12040,12197,11968,12119,11934,12015,11919,12036,12185,12061,11990,12060,12005,11904,12180,12218,12097,12084,11943,12015,12080,12151,11949,12052,11967,12178,12052,12096,12061,11994,12062,12092,12121,12036,11988,12009,11928,12059,11956,12015,12050,11986,12058,12110,12095,11918,12023,12040,12045,1
11895,11879,11944,12067,11935,11926,11942,11893,11907,11983,12056,12034,12005,12011,12087,12083,11997,11964,11906,11908,12192,11923,12045,11901,11928,12083,11992,11926,12076,12152,12045,11941,12004,12068,12037,11946,12048,12044,12097,12034,12024,12070,11972,11975,12055,12163,12061,11942,11918,11986,11999,11970,11892,11837,12102,12041,11943,12022,11975,12051,12049,12180,12109,12076,0
12128,12008,12198,12209,11876,11876,12021,12073,12003,11891,12005,11994,11940,11916,11961,11916,12231,12159,12317,12020,12038,11921,12039,12185,12003,11901,11995,11971,11941,12077,11991,11979,12226,12147,12133,11985,12071,12021,12081,12124,11899,12014,11971,12159,11996,11993,12067,12025,12054,12059,12224,12003,12119,12034,12172,12118,11944,11992,12091,12221,12090,12149,12179,12284,1
11857,12047,11945,11956,12018,11977,12085,12303,12044,11919,11972,12101,11996,11916,11890,11809,11871,11934,11978,11989,11953,12095,11969,11957,11845,11888,11876,12028,11874,11819,11944,11910,11945,11891,12090,12110,11901,11941,11865,11965,11806,11925,11841,11881,11969,11814,11805,11903,11963,11931,11953,11881,11905,11904,11895,11901,11990,11926,11926,11948,11918,12007,11906,11870,0
12099,12238,12071,11990,12280,11946,12077,11990,12266,12125,12130,12044,12159,12105,12113,12146,11996,12218,11970,11949,12174,12050,12019,11947,12106,12142,12143,11934,12089,12130,12035,12043,12027,12055,11990,11999,11893,11973,12131,12043,12072,11970,12175,12020,12208,12110,12193,12078,11893,12027,12009,12014,11930,12006,11989,11969,11967,12059,12184,12025,12084,12069,12197,11979,1
12074,11998,11886,11935,12178,12018,11930,11890,11972,12020,11965,11963,12033,12056,11983,11949,12004,11968,11961,12018,12069,11983,11914,11956,12040,12042,11904,12014,11988,11855,11974,12080,11856,11966,11912,11887,11862,11929,11926,11868,12091,11944,11853,11881,12154,11907,12032,11945,11974,12074,12013,11907,11918,11951,11880,11921,12187,11968,11898,11894,11949,11999,11969,11960,0
12034,11951,11939,11843,12002,12035,11925,11965,11977,12008,12003,12017,11912,12083,12110,12062,12061,11955,11978,11885,11937,12057,12020,12119,11901,12015,11966,12044,11980,11985,11990,11939,12106,12005,11919,11976,12023,12081,12077,12065,11930,12091,12131,12102,11895,11977,11949,12016,12090,12082,12019,11929,12164,11978,12029,12079,11980,12003,12070,12050,11974,11951,11895,11929,1
12160,12032,12080,11927,12160,12002,11913,11935,12043,12045,11913,11953,11931,12045,11953,12094,11984,11915,11993,11976,11967,11960,11992,11870,12006,11896,11951,11888,11919,12038,12062,11967,11972,12050,12048,11950,11898,11928,11919,12008,12000,11944,11891,12024,11975,12095,11902,11865,11957,11995,11962,11980,12048,11908,11969,12010,11909,12039,11914,11954,11879,11937,11964,12075,0
12054,11960,12337,12124,12020,12071,12001,12028,12025,11965,11844,11960,12029,12121,12023,11891,11939,11958,12008,12046,11892,12047,12091,12072,12053,11961,11950,12046,12156,11984,12025,12027,11964,11833,12118,12235,12127,11969,11910,11984,12102,12046,11995,11974,12008,12003,12173,12089,12049,11863,12103,12206,11971,11881,11874,11921,11880,11945,11980,12128,11916,11887,12012,12445,1
12080,12099,11885,12037,11994,12014,12109,12010,11990,12104,12098,12106,12101,11953,12027,12095,12020,12273,12327,12251,11982,11969,12142,12155,11930,11969,12037,12169,11858,11881,12057,12229,11982,12148,12308,12742,11941,11953,11989,12784,11908,11934,12009,12279,11956,11910,12179,12161,11978,12099,12158,13024,11942,12007,12085,12329,11902,11900,11880,12091,12039,11949,12003,11962,0
11918,11920,12105,11968,11978,12026,11990,11996,11860,11872,11942,11951,11996,11936,11981,11997,11941,11949,11899,12057,12047,12090,12065,11957,12118,12065,11972,12001,12230,12143,12115,11993,11894,12060,12143,12020,11972,12008,12095,11984,12143,12134,11970,12133,12257,12250,12135,12126,11994,12036,12439,11900,12005,12034,12072,11963,12115,12034,11997,11974,12032,11980,12013,11946,1
12090,12233,12022,12120,12045,12076,12009,12167,11950,12282,12274,12187,12143,12638,12672,12539,11877,12023,12139,12182,11918,11992,11975,12023,12000,12055,12008,12167,11936,12539,13368,12931,12098,12088,11974,11948,11995,11973,11959,12095,12094,11891,11917,12116,11930,11973,12007,12076,12130,12001,11941,12000,11981,11979,12115,11965,12215,11978,11964,12152,12074,12090,11903,11866,0
11947,11905,11969,12112,11998,11970,11964,11917,11997,11986,12035,11865,11970,12041,11908,11958,12114,12116,12027,12212,11922,11913,12052,12102,11935,11942,12172,12042,12012,12058,11958,12065,12174,12143,12186,12083,11974,12096,12294,12176,12026,11953,12264,12183,11996,12133,12010,12118,12057,12047,12138,12089,12033,12009,12040,12227,11924,11984,12285,12134,11957,12098,12010,12177,1
11936,11902,11972,11836,11926,12010,11847,11728,12053,11997,11938,11939,11962,12036,12020,11978,12018,12005,11863,11939,12000,11991,11891,11894,11945,12031,11925,11857,12022,11944,12019,12057,12132,12162,12080,11950,11944,11974,11938,11967,12027,12192,11926,11871,12061,11937,11915,11870,11987,12047,11975,11974,11822,11917,11908,12052,12055,11963,11897,11912,12087,11804,11896,11824,0
12003,12264,12101,12088,12238,12118,12014,12090,12075,11963,11957,11999,12121,12115,12192,12101,12127,12003,12016,12135,12158,12374,12052,12077,12121,12314,12077,12057,12042,11933,12268,12273,12115,12040,12001,11978,12043,12509,12098,12031,12091,12136,12215,12188,12074,11925,12205,12082,12053,12055,12048,11891,12006,12251,12075,11935,12019,12012,12081,12088,11862,11965,12067,11995,1
11875,11882,11994,12047,12080,12023,12075,11935,12009,11942,12094,12201,12016,12065,11945,12028,11883,11968,12204,12139,11923,11908,11870,12023,11928,11988,12013,11954,11943,11909,12052,11976,12029,12236,12148,12200,11971,12047,11961,12030,12000,11985,12199,12075,12200,12175,12131,12140,11903,12012,12147,12086,11926,12030,11961,12046,11859,11993,11959,12096,12018,12012,12134,12300,0
12154,12038,11918,11916,11876,11993,12106,11990,11886,11917,12026,12018,12004,12019,11984,11987,11925,11952,11973,11997,11904,11908,12210,12021,11854,11899,12048,11838,12011,12058,12100,11979,12045,12263,11918,11950,11956,11944,12087,12034,12035,11984,11931,12076,12146,11925,12001,11997,12011,12093,11885,11986,12097,11840,12030,11936,12134,11936,12015,12002,11925,11880,11944,12129,1
11950,12000,11955,12007,11923,12005,11996,12019,12228,12173,12091,11946,12425,12308,12051,11945,12107,11985,12075,12201,12084,12070,11955,12020,12224,12159,12223,11979,12502,12125,12097,11906,12086,12003,12076,11978,11813,12036,11924,12016,11978,12096,12224,12075,12026,12088,12086,12036,12057,11960,12018,12038,11977,11867,11964,12101,11963,12056,12097,12129,11868,12058,12352,12162,0
12139,12100,12078,11961,12265,12106,12027,11976,12126,12100,11975,12094,12026,12154,12107,11968,12023,12105,12084,12068,11978,12022,11964,12123,12017,12042,12039,12124,12055,11838,11903,12268,11924,12187,12008,12001,12038,12146,12106,11983,11955,11997,11997,12084,11999,11942,11903,12053,12005,12062,11986,12031,12057,12224,11994,12010,11994,12103,12083,11980,12115,11935,12052,11967,1
11858,11856,11979,12006,12114,11950,11964,12106,11942,11942,11982,12158,12001,12012,11979,11988,11871,11935,11867,12039,11900,12028,11880,11935,11896,11961,11941,11935,11993,12025,11915,11880,11917,12028,11971,11959,11858,12120,11891,11926,11859,11821,11962,11908,11960,11985,11942,11965,12005,12109,12019,12049,11949,12206,11960,12023,11951,11899,11945,11965,12078,12143,11900,11916,0
12089,12202,12223,12321,12092,12150,12109,12203,11987,12119,12107,12103,12192,12118,12202,12017,12046,12146,12045,12071,12179,12251,12139,12113,11931,12233,12281,12071,12160,12030,12120,12122,12132,12090,12144,12053,12090,12014,12008,12061,12095,11987,12186,11943,12098,12039,12126,12204,12090,12023,12049,11991,12106,12205,12027,11954,12110,11952,11983,11963,12032,11993,12010,12006,1
11941,12060,12043,12033,12068,12071,11968,12020,12218,12318,11892,11943,11895,11996,11911,12028,12033,12050,11933,11903,12030,11948,11993,11912,12065,12191,11972,12039,11931,11974,11963,12064,12010,12038,11950,12023,12037,12261,12003,12096,11864,11981,12018,12005,11980,11970,11929,12054,12092,12002,12034,12061,12026,11974,11940,12142,11869,11850,11934,11950,11833,11894,11840,11838,0
12212,12102,11963,12108,12054,12037,12058,12003,12067,12006,11960,11917,12048,11919,12025,11920,12043,12097,12017,12076,12160,12163,12069,11929,12077,12199,12188,11940,11938,11974,11950,11969,12041,12080,11908,12011,12066,12156,11905,11910,11953,12078,12154,11925,11942,12073,11920,12018,12082,11904,11963,11946,12115,11993,11940,11974,12051,12024,12017,11972,11942,12164,12052,12053,1
12117,12016,11993,11938,11877,11881,11919,11906,12024,11957,11947,12067,11850,12087,11958,11936,12009,12060,12359,12133,12048,11928,12150,12019,12066,11895,11957,12048,12027,11965,12100,12005,11940,12021,12211,12019,11882,12055,11946,12028,11944,11999,11963,11975,12055,12014,12068,12007,12100,11998,12010,12037,11852,12033,11966,12241,12238,12063,12116,12107,12048,11869,11856,12013,0
11948,12048,12086,12094,12089,12106,12012,12197,12218,11946,12043,12128,12077,12008,11931,12133,12135,12065,12173,12020,12021,12107,12165,12209,11994,12093,12146,11959,12060,12095,12072,11958,11961,12007,12129,12016,11966,12099,12117,12059,11933,12051,12038,12029,11921,12035,12075,12043,12003,12140,12063,12062,11923,12052,12273,12006,12010,12056,12138,12087,12032,11986,11982,11973,1
11907,12182,12068,12017,12203,12070,12078,11982,11994,12072,12095,12072,12187,12073,12133,12074,12004,12241,12009,11992,12114,12052,12065,12012,12157,12215,12194,11972,12386,12238,11994,11964,12074,12081,12054,11977,12001,12072,12045,11934,12156,12127,12196,11977,12290,12070,12017,11976,11950,12242,12004,12079,12144,12061,12038,12245,12285,12055,12055,12122,12416,12136,11972,11860,0
12121,12021,12019,12039,12091,11972,12124,12016,12154,11963,12028,12085,12288,12019,11999,12126,12214,12453,12231,12046,12123,12024,12133,12158,12232,12018,11984,12123,12161,12044,12108,12102,12656,12479,12368,12130,12281,12605,12252,12050,12297,12127,12190,11980,12042,12134,12136,12188,12250,12600,12171,12160,12823,12893,12139,12077,13533,13109,12287,12031,12227,12690,12163,12230,1
12047,12226,12044,12037,12043,12147,12142,12269,11952,12004,12032,11985,12092,11997,12104,12197,11993,11943,11997,12002,12042,12272,12012,12046,11810,12129,12055,12018,12103,12040,11939,12131,12100,11929,11972,11857,12166,12247,12067,11970,11902,12209,12030,11985,12066,12102,11959,12057,12305,12056,11925,11846,12088,12001,12266,11916,12019,12028,11980,11952,12102,11953,11957,11946,0
12221,12194,12272,12199,12008,12229,12304,12469,11987,12070,12153,12246,11940,12015,11982,12045,12061,12317,12312,12299,11933,12133,12268,12854,11973,11962,12163,12794,11878,12038,12064,12440,11968,12342,12466,12427,11948,12079,12149,12490,11955,11868,12086,12574,11827,11827,12009,12297,11953,12034,12142,12731,11946,12092,12068,12298,11950,11832,11933,12051,11911,11914,11981,11873,1
11867,11900,11916,11968,12066,11994,11956,11958,11858,11819,11899,11869,12006,11971,11976,12030,11924,12028,11999,11865,11910,11838,12067,11942,11793,11922,11852,11822,11885,11897,11829,11797,11973,12080,11987,11952,11961,11856,12001,12029,11847,11873,11850,11932,11812,11879,11843,11996,11998,11988,11988,12001,11984,11959,12025,11903,11912,12109,11910,11956,11870,11873,11831,11874,0
12076,12035,11992,11828,12012,12008,11898,11996,11919,12063,12079,12056,11939,12013,12022,12158,12057,11913,12124,12012,11996,11960,12029,12125,12030,11816,11979,11893,12047,12028,11948,11934,12092,12132,12163,12009,11942,12091,12017,12006,11931,11886,11964,11952,12003,12058,11987,11870,12142,11894,12015,12020,12140,12102,11943,12128,12170,12049,12025,11926,11949,12006,12021,11873,1
11995,12080,12163,12192,12012,12064,12146,12079,11955,11981,12082,12141,11955,11849,11949,12021,11907,11909,11992,12084,11986,11933,12085,11930,11988,11992,12110,12107,11936,12108,12020,11986,12017,12086,12006,11940,11945,11951,12057,12000,11940,12254,12009,12085,11981,11937,11957,11947,12055,11979,11957,11957,12012,12076,12044,11977,11923,11945,12049,12029,12036,11950,12038,11973,0
11947,12011,11937,12142,11884,11993,11917,12033,11894,11969,11986,11963,11992,12020,11900,11996,12043,11915,11928,11922,11926,11888,11970,12003,11949,11863,12003,12126,11941,12006,12002,12182,11976,11921,11865,12062,11849,11883,11975,12093,11990,12011,12046,12069,12064,12107,12002,12111,11959,12012,12098,11980,11924,11935,12015,12069,12002,12007,11988,12151,12000,12113,12189,12183,1
11955,12281,11989,12078,12069,11961,12023,12074,11985,11972,12040,11959,11943,12077,12232,12206,12034,12225,12193,12145,11998,12036,12187,12084,11990,11998,11919,11952,11882,12010,12023,12022,11929,11986,12093,12021,11987,12015,11933,11986,11966,11937,11886,11957,12012,11981,12066,12024,11951,12005,12187,12155,11998,12026,12031,12135,11997,12057,11970,11979,12079,12121,12114,12171,0
